doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,total_time_s,kw_top1,kw_top1_score,critic_decision,critic_confidence,critic_reasoning,critic_target_pb,critic_candidates,critic_time_s,final_primary_pb
35031d18c0c9,llm_judged,qwen2.5:3b,,mesoscale eddy,prokaryotic activity; community structure; microbial activity,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""mesoscale eddy""],
  ""biological_observations"": [""prokaryotic activity"", ""community structure"", ""microbial activity""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.241,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB4, PB5, PB6, PB8, PB9","The research measures the effects of mesoscale eddies on prokaryotic activity and community structure in oceanic environments. The operational object is clearly defined as prokaryotic activity and differential community structure, which falls under PB7 (Biosphere Integrity) due to its focus on microbial communities and their responses to environmental changes. Weak signals agreed with the biological observations but did not provide additional context for other planetary boundaries.",6.002,,7.245,None,0,,,,,,,PB7
b9e1bf330baf,llm_judged,qwen2.5:3b,stuttgartiensis; acetate; formate,,Kuenenia stuttgartiensis; anammox bacteria; carbon metabolism; nitrogen cycle; metabolic networks; bacteria,measured,biology,9,"{
  ""chemical_species"": [""stuttgartiensis"", ""acetate"", ""formate""],
  ""physical_metrics"": [],
  ""biological_observations"": [""Kuenenia stuttgartiensis"", ""anammox bacteria"", ""carbon metabolism"", ""nitrogen cycle"", ""metabolic networks"", ""bacteria""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.701,,,PB4(3),3,qwen2.5:14b,PB4,High,None,"PB1, PB7","The research measures the central carbon metabolism of anammox bacteria using 13C and 2H isotope tracing, metabolomics, and metabolic flux analysis. The focus on nitrogen cycle processes and biogeochemical flows directly aligns with PB4's core definition. Weak signals from chemical species and biological observations supported this alignment.",4.783,,6.487,PB4,3,,,,,,,PB4
730088fdf1e2,llm_judged,qwen2.5:3b,NH4 +; soluble reactive P (SRP),,streams; nutrient spiraling; release; uptake; nitrogen; phosphorus,measured,earth_sciences,8,"{
  ""chemical_species"": [""NH4 +"", ""soluble reactive P (SRP)""],
  ""physical_metrics"": [],
  ""biological_observations"": [""streams"", ""nutrient spiraling"", ""release"", ""uptake"", ""nitrogen"", ""phosphorus""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.597,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB7","The research measures the net uptake (Unet) and gross uptake (Ugross) of nutrients in streams, focusing on NH4+ and soluble reactive P (SRP). The study quantifies release processes (R) that counterbalance nutrient uptake to maintain biogeochemical steady state. This operational object directly relates to PB4 due to the explicit focus on nitrogen and phosphorus cycles disrupted by human activity, leading to potential eutrophication and ecosystem damage.",5.972,,7.573,None,0,,,,,,,PB4
00050f80240e,llm_judged,qwen2.5:3b,NH3,,,modelled,engineering,1,"{
  ""chemical_species"": [""NH3""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",0.87,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5","The research focuses on modeling ammonia (NH3) emissions from agricultural soils in the United States, using a coupled EPIC and air quality model. The primary variable measured is NH3 emissions resulting from fertilizer application, which directly relates to biogeochemical flows of nitrogen. This aligns with PB4's core definition of disrupting nutrient cycles due to human activity. Weak signals agreed that chemical species include NH3, reinforcing the focus on biogeochemical processes.",5.684,,6.557,None,0,,,,,,,PB4
6039788ff154,llm_judged,qwen2.5:3b,,,environmental,measured,earth_sciences,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""environmental"", ""lycopsid""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.991,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the study of environmental mutagenesis during the end-Permian ecological crisis, which involves examining genetic changes and mutations in organisms due to environmental stressors. This research does not measure or model any specific biophysical variable related to the Planetary Boundaries framework; it is purely a historical and paleontological analysis without quantification of current biophysical systems. The weak signals did not provide relevant keywords that would suggest otherwise.",6.012,,7.004,None,0,,,,,,,None
3c0c667b5363,llm_judged,qwen2.5:3b,MTTCs,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""MTTCs""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.974,,,,0,qwen2.5:14b,PB2,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The paper measures the relative abundances of methyltrimethyltridecylchromans (MTTCs) as molecular proxies for riverine freshwater incursions into marine environments under anoxic conditions. This study focuses on reconstructing past salinity and stratification patterns, which are directly related to ocean acidification processes and their impacts on marine ecosystems. The weak signals did not provide any relevant keywords or metrics that would contradict this interpretation.",6.301,,7.277,None,0,,,,,,,PB2
cf94a74b8764,llm_judged,qwen2.5:3b,,Phaeocystis globosa; DOC (Dissolved Organic Carbon); cell lysis,Crenarchaea; Euryarchaea; Bacteroidetes; Roseobacter clade; SAR86 cluster,measured,biology,8,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""Phaeocystis globosa"", ""DOC (Dissolved Organic Carbon)"", ""cell lysis""],
  ""biological_observations"": [""Crenarchaea"", ""Euryarchaea"", ""Bacteroidetes"", ""Roseobacter clade"", ""SAR86 cluster""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",8.296,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures the abundance and activity of selected heterotrophic prokaryotic groups, including Bacteroidetes, Roseobacter clade, SAR86 cluster, Crenarchaea, and Euryarchaea in the coastal North Sea during a Phaeocystis globosa bloom. The study focuses on biogeochemical processes involving microbial activity and carbon cycling, which aligns with PB4 (Biogeochemical Flows). Weak signals agreed that physical metrics like DOC and biological observations were central to the research.",13.595,,21.898,None,0,,,,,,,PB4
f191a837275d,llm_judged,qwen2.5:3b,,salinity; DIC concentrations; carbon; water; inorganic; seasonal drawdown of DIC; NCP; C m−2 d−1,primary production; calcium carbonate formation; nutrient-rich basin water; iron-rich shelf water; Green Belt productivity,measured,earth_sciences,13,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""salinity"",
    ""DIC concentrations"",
    ""carbon"",
    ""water"",
    ""inorganic"",
    ""seasonal drawdown of DIC"",
    ""NCP"",
    ""C m−2 d−1""
  ],
  ""biological_observations"": [
    ""primary production"",
    ""calcium carbonate formation"",
    ""nutrient-rich basin water"",
    ""iron-rich shelf water"",
    ""Green Belt productivity""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",14.283,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB7","The research measures the spatio-temporal distribution and controls of dissolved inorganic carbon (DIC) concentrations, net community production (NCP), and primary production in the Bering Sea. The operational object is clearly biogeochemical processes involving DIC and NCP, which are directly quantified through measurements. This aligns with PB4 due to its focus on nutrient cycles and biogeochemical flows. Weak signals did not provide relevant keywords but correctly indicated physical metrics related to carbon and inorganic compounds.",15.634,,29.92,None,0,,,,,,,PB4
c882a9731d06,llm_judged,qwen2.5:3b,,carbon; nutritional quality,ecosystem trophic structure; consumer productivity; energy recycling; carbon accumulation,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""carbon"", ""nutritional quality""],
  ""biological_observations"": [""ecosystem trophic structure"", ""consumer productivity"", ""energy recycling"", ""carbon accumulation""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",10.417,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB7","The research measures the impact of primary producer nutritional quality on ecosystem trophic structure, leading to changes in consumer productivity and carbon cycling. The operational object is the nutritional quality of producers and its effect on trophic transfer efficiency, which falls under biogeochemical flows (PB4) due to its direct relation to nutrient cycles and carbon accumulation. Weak signals agreed with this focus, highlighting 'nutritional quality' and 'carbon accumulation'.",14.603,,25.024,None,0,,,,,,,PB4
1a4300b95a49,llm_judged,qwen2.5:3b,Ce; Fe,,,measured,earth_sciences,2,"{
  ""chemical_species"": [""Ce"", ""Fe""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.128,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The study quantifies chemical variations in soils, focusing on elements like Fe and Ce, which are redistributed via vertical and lateral podzolization. The primary focus is on the spatial distribution of cerium anomalies as a hydropedologic indicator of subsurface water dynamics. This biogeochemical analysis aligns with PB4 due to its explicit relation to nutrient flows and soil chemistry. Weak signals did not provide relevant keywords, but they were consistent with the abstract's content.",16.262,,25.394,None,0,,,,,,,PB4
2ea3de6be731,llm_judged,qwen2.5:3b,,δ15N; δ13C; nitrate concentration,phytoplankton; primary production; phytoplankton degradation,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""δ15N"", ""δ13C"", ""nitrate concentration""],
  ""biological_observations"": [""phytoplankton"", ""primary production"", ""phytoplankton degradation""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",4.584,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB2, PB5, PB6, PB7, PB8, PB9","The research measures δ15N and δ13C in particulate organic matter (POM) to understand the dynamics of nitrogen utilization and primary production in coastal ecosystems. The study focuses on biogeochemical processes, specifically nutrient cycling and stable isotope ratios, which directly relate to PB4 (Biogeochemical Flows). Weak signals agreed with this focus as they listed δ15N and δ13C as physical metrics.",58.68,,63.268,None,0,,,,,,,PB4
b1fb9424d9f7,llm_judged,qwen2.5:3b,,compressive; tensile; bending strength,,measured,engineering,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""compressive"", ""tensile"", ""bending strength""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",10.302,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the physical properties and construction parameters of reinforced ice structures, specifically measuring compressive, tensile, and bending strength. The study does not quantify or model any biophysical processes related to Planetary Boundaries; it is purely an engineering analysis with no direct measurement of climate, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading. Weak signals did not identify any relevant PB vocabulary.",9.143,,19.447,None,0,,,,,,,None
491cd02d01cd,llm_judged,qwen2.5:3b,,SiO2; Y; Nb,,mentioned,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""SiO2"", ""Y"", ""Nb""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.309,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the geological and chemical analysis of Neoproterozoic igneous units in New Brunswick, specifically detailing the distribution and composition of rocks such as the Blacks Harbour Granodiorite and Ragged Falls Intrusive-Volcanic Suite. The study measures whole-rock chemical data including SiO2, K2O, Rb, Nb, and Zr concentrations, which are central to understanding the geological history but do not align with any Planetary Boundary framework criteria. Weak signals did not provide relevant keywords or metrics that would suggest a different interpretation.",7.656,,9.974,None,0,,,,,,,None
a8f8fca16a7f,llm_judged,qwen2.5:3b,,,suessiacean dinoflagellates,measured,biology,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""suessiacean dinoflagellates"", ""bloom""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.153,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB2, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the assessment of biodiversity, global distribution, and ecological niches of suessiacean dinoflagellates using DNA metabarcoding. The primary variable being measured is biodiversity, which falls under PB7 (Biosphere Integrity) as it directly addresses species diversity and habitat integrity. Weak signals did not provide any conflicting information, supporting the focus on biodiversity.",5.733,,6.887,None,0,,,,,,,PB7
81a2071c7d3b,llm_judged,qwen2.5:3b,,atmospheric correction; hyperspectral,,mentioned,engineering,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""atmospheric correction"", ""hyperspectral"", ""multispectral""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.084,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB5","The abstract focuses on the atmospheric correction of satellite-based multi- and hyper-spectral sensors to obtain optical, biological, and biogeochemical properties of water. The primary variable being addressed is aerosol loading in turbid coastal and inland waters, which directly relates to PB9 (Atmospheric Aerosol Loading). Although the weak signals hinted at PB9 due to keywords like 'aerosols', the abstract's detailed discussion on atmospheric correction methods and aerosol models confirms this as a biophysical analysis rather than mere background context.",6.16,,7.246,PB9,3,,,,,,,PB9
7f70ba66f24a,llm_judged,qwen2.5:3b,,precipitation; climate; greenhouse gas emission; resolution; orography resolution; convection parameterization; dry static energy flux divergence; vertical velocity; boundary layer height,,modelled,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""precipitation"",
    ""extremes"",
    ""climate"",
    ""greenhouse gas emission"",
    ""resolution"",
    ""orography resolution"",
    ""convection parameterization"",
    ""dry static energy flux divergence"",
    ""vertical velocity"",
    ""boundary layer height""
  ],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.963,,,,0,qwen2.5:14b,PB1,High,None,"PB5, PB9","The abstract focuses on the downscaling of global climate models to regional scales for more accurate precipitation projections, particularly in South America. The primary variable being modeled is future changes in precipitation patterns under different greenhouse gas emission scenarios. This directly aligns with PB1 (Climate Change) because it measures and models a key aspect of human-driven climate alteration through greenhouse gases and associated warming trends. Weak signals agreed that 'climate' and 'greenhouse gas emissions' were relevant, reinforcing the primary focus on PB1.",5.947,,7.913,None,0,,,,,,,PB1
ab931c264219,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.832,,,PB5(3),3,qwen2.5:14b,PB5,High,None,"PB1, PB7","The abstract focuses on the development of impact assessment methodology for agricultural water scarcity, specifically quantifying midpoint and endpoint characterization factors related to freshwater consumption. The primary variable being measured is directly tied to freshwater use in agriculture, which aligns with PB5's core definition of human withdrawal and consumption of freshwater. Weak signals suggested a connection to PB5 through keywords like 'water scarcity', reinforcing the analysis.",4.996,,5.829,PB5,3,,,,,,,PB5
e94f3a3a8624,llm_judged,qwen2.5:3b,,energy; food groups; nutrients; maximum limits for foods with a high environmental impact,,mentioned,other,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""energy"", ""food groups"", ""nutrients"", ""maximum limits for foods with a high environmental impact""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""other""
}",1.167,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB4, PB5, PB7","The abstract focuses on deriving healthy and sustainable dietary guidelines for different age groups in the Netherlands using an optimization model. The primary variables are food-based dietary patterns, nutrients, and environmental impact limits. While the study mentions energy requirements and food consumption patterns, it does not quantify or model any biophysical planetary boundaries directly. The weak signals did not identify any relevant PB vocabulary, which aligns with my assessment that this is a social science paper focused on dietary guidelines rather than direct biophysical analysis.",5.715,,6.885,None,0,,,,,,,None
e9722863b198,llm_judged,qwen2.5:3b,,electricity; hydrology; environment; livelihood; diversity,fisheries; agriculture; biodiversity; capture fisheries; sediment or nutrients,measured,earth_sciences,10,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""electricity"", ""hydrology"", ""environment"", ""livelihood"", ""diversity""],
  ""biological_observations"": [""fisheries"", ""agriculture"", ""biodiversity"", ""capture fisheries"", ""sediment or nutrients""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.757,,,PB1(3),3,qwen2.5:14b,PB6,High,"PB5, PB7",PB1,"The abstract measures the impacts of hydropower dam construction on fisheries, agriculture, and biodiversity in the Lower Mekong Basin. The primary focus is on quantifying losses to fishery yields, rice production, maize output, GDP reduction, and sediment/nutrient changes due to damming activities. These measurements align with PB6 (Land-System Change) as they describe land-use conversion affecting natural ecosystems and human livelihoods. Climate change is mentioned but not measured or modeled directly; it serves only as a motivational backdrop.",7.128,,8.89,PB1,3,,,,,,,PB6
2cca03b7a82b,llm_judged,qwen2.5:3b,,precipitation; temperature,,modelled,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""precipitation"",
    ""temperature"",
    ""evaporation""
  ],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.239,,,PB1(6),6,qwen2.5:14b,PB1,High,PB5,"PB2, PB3, PB4, PB6, PB7, PB8, PB9","The study uses the LARS-WG6.0 weather generator model to forecast changes in precipitation and temperature under different greenhouse gas emission scenarios for the Mosul Dam Reservoir region, focusing on climate variables directly linked to future warming impacts. The abstract explicitly models climate change through temperature and precipitation trends using GCMs, aligning with PB1's core definition of human-driven alteration of the climate system via emissions and associated warming.",6.665,,7.906,PB1,6,,,,,,,PB1
61c5ef71efb6,fast_skip_consensus,qwen2.5:3b,,,,mentioned,law_policy,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""law_policy""
}",0.816,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,0.818,None,0,,,,,,,None
9275249d37b1,llm_judged,qwen2.5:3b,,,Crassostrea gigas; Ostrea edulis,mentioned,biology,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""Crassostrea gigas"", ""Ostrea edulis""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",1.041,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the history and current production of oyster species in France, specifically Crassostrea gigas and Ostrea edulis. The text does not measure or model any biophysical variables related to Planetary Boundaries; it is purely descriptive and historical. Weak signals did not identify any relevant keywords for PBs.",5.246,,6.289,None,0,,,,,,,None
c36b323b0cc5,llm_judged,qwen2.5:3b,,entropy; climate; oceanic; earth; production; mean; atmospheric; global; near-surface temperature; equator-to-pole gradient; tropics; Hadley cell; Ferrel cell; zonal mean diabatic heating; friction,,measured,earth_sciences,15,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""ohtmax"",
    ""entropy"",
    ""climate"",
    ""oceanic"",
    ""earth"",
    ""production"",
    ""mean"",
    ""atmospheric"",
    ""global"",
    ""near-surface temperature"",
    ""equator-to-pole gradient"",
    ""tropics"",
    ""Hadley cell"",
    ""Ferrel cell"",
    ""zonal mean diabatic heating"",
    ""friction""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.637,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the impact of oceanic heat transport changes on global atmospheric circulation using a general circulation model. The primary variable measured is the near-surface temperature and its equator-to-pole gradient, alongside other climate metrics like Hadley cell intensity and zonal mean diabatic heating. This study directly measures and models climate variables, thus activating PB1 (Climate Change). Weak signals agreed with this focus on physical metrics including 'climate' and 'oceanic', reinforcing the primary PB.",6.75,,9.39,None,0,,,,,,,PB1
3e713b4c8d88,llm_judged,qwen2.5:3b,,water footprint; yield; soil texture; application rates; environmental factors,crop operations; agricultural practices; conservation tillage systems; precision agriculture,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""water footprint"", ""yield"", ""soil texture"", ""application rates"", ""environmental factors""],
  ""biological_observations"": [""crop operations"", ""agricultural practices"", ""conservation tillage systems"", ""precision agriculture""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.606,,,PB1(3); PB8(2),3,qwen2.5:14b,PB5,High,PB4,PB1,"The abstract focuses on measuring the grey water footprint of agricultural practices in an experimental field study, specifically assessing how precision agriculture and conservation tillage systems impact water pollution. The primary variable measured is the grey water footprint, which directly relates to freshwater use (PB5). Although climate change is mentioned as a background issue worsening resource competition, it does not influence the core analysis or measurements of the paper.",5.474,,7.083,PB1,3,,,,,,,PB5
efb1b08a09c7,llm_judged,qwen2.5:3b,,wind stress; turbulent heat flux; evaporation; surface temperature; saturation humidity; skin temperature,,measured,earth_sciences,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""wind stress"", 
    ""turbulent heat flux"", 
    ""evaporation"", 
    ""surface temperature"", 
    ""saturation humidity"", 
    ""skin temperature""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.637,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper quantifies the impacts of various approximations and assumptions in bulk formula parameterizations on ocean-atmosphere exchanges, focusing specifically on wind stress, turbulent heat flux, and evaporation. These variables are central to understanding climate dynamics, thus aligning with PB1's core definition of human-driven alteration through greenhouse gas emissions and associated warming. The weak signals agreed that physical metrics like 'wind stress' and 'turbulent heat flux' were measured, supporting the primary PB selection.",6.759,,8.399,None,0,,,,,,,PB1
b2e0093480c9,llm_judged,qwen2.5:3b,,salt crystallisation; sand dispersal; sedimentation; water flow,,mentioned,engineering,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""salt crystallisation"", ""sand dispersal"", ""sedimentation"", ""water flow""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.133,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of entropy in landscape architecture, particularly focusing on physical models involving salt crystallisation, sand dispersal, sedimentation, and water flow. These processes are described as part of a design technique rather than being quantified or modelled analytically. The weak signals did not identify any specific PB terms, which aligns with the abstract's focus on conceptual and design aspects without biophysical analysis.",5.634,,6.769,None,0,,,,,,,None
e54a64612267,llm_judged,qwen2.5:3b,,rainfall; intensity; regimes; scale invariance,,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""rainfall"", ""intensity"", ""regimes"", ""scale invariance""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.326,,,,0,qwen2.5:14b,PB9,Medium,None,"PB1, PB5","The research measures rainfall intermittency properties using high-resolution data, focusing on the fragmentation of dry and wet intervals and intensity fluctuations. The study does not quantify or model climate variables directly but rather uses these metrics to understand rainfall variability across Sardinia. Therefore, this work is primarily about PB9 (Atmospheric Aerosol Loading) in terms of particulate processes affecting air quality and regional patterns, although it indirectly mentions climate as a contextual backdrop.",6.272,,7.603,None,0,,,,,,,PB9
a4fb643800d7,llm_judged,qwen2.5:3b,222Rn; 220Rn; a5Kr; 4C; 37Ar; 7Be; 210Pb,activity concentrations; average activity concentrations; decay product; long-lived decay product of radon,,measured,earth_sciences,11,"{
  ""chemical_species"": [""222Rn"", ""220Rn"", ""a5Kr"", ""4C"", ""37Ar"", ""7Be"", ""210Pb""],
  ""physical_metrics"": [""activity concentrations"", ""average activity concentrations"", ""particles"", ""decay product"", ""long-lived decay product of radon""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.988,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on measuring the activity concentrations of various atmospheric radionuclides, particularly 222Rn and its decay products. The primary variable being quantified is the concentration of these radionuclides in the troposphere over Europe. This analysis does not align with any specific Planetary Boundary framework as it deals primarily with environmental monitoring rather than direct impacts on climate, biodiversity, or land systems. Weak signals did not provide relevant keywords to suggest otherwise.",6.383,,8.373,None,0,,,,,,,None
6f65d7f2f5f8,llm_judged,qwen2.5:3b,,discharge; flood depth; flood extents,,none,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""discharge"",
    ""flood depth"",
    ""flood extents""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured,modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.353,,,PB6(2),2,qwen2.5:14b,PB6,High,PB5,"PB1, PB7","The study measures the impacts of land-cover changes on hydrological and hydraulic processes in the Agusan River Basin, including discharge, flood depth, and extent. The primary variable being quantified is land cover change, which directly influences water dynamics. This aligns with PB6 (Land-System Change) as it involves conversion from forest to agricultural and built-up areas. Weak signals suggested a possible connection to PB6 but did not provide additional clarity.",6.142,,7.498,PB6,2,,,,,,,PB6
662818aff829,llm_judged,qwen2.5:3b,,bioregions; place-specific duties,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""bioregions"", ""place-specific duties""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.06,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB4, PB5, PB9","The abstract discusses the challenges and opportunities of transboundary environmental management, focusing on ecoregions and bioregions as frameworks for cross-border cooperation. While it mentions atmospheric pollution and water usage conflicts, these are used to motivate a discussion about the need for better data visualization tools rather than being quantified or modeled variables. The primary focus is on spatial planning and governance strategies, which do not align with any specific Planetary Boundary framework.",5.514,,6.578,None,0,,,,,,,None
d418cdcbdedd,llm_judged,qwen2.5:3b,,surface; heat; land; sebs; sensible; measurements; cover; energy; footprint; earth; balance,,measured,earth_sciences,11,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""surface"", ""heat"", ""land"", ""sebs"", ""sensible"", ""measurements"", ""cover"", ""energy"", ""footprint"", ""earth"", ""balance""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.586,,,,0,qwen2.5:14b,PB5,High,None,"PB1, PB7","The study evaluates the Surface Energy Balance System (SEBS) model using tower-based flux measurements to estimate evapotranspiration and sensible heat fluxes. The primary focus is on the accuracy of surface energy balance models, particularly SEBS, in estimating turbulent surface energy fluxes across different land cover types. This analysis falls under PB5 as it deals with water use efficiency and management through remote sensing and model validation for evapotranspiration. Weak signals aligned with this interpretation by highlighting physical metrics related to 'surface', 'heat', and 'land' cover.",6.413,,8.003,None,0,,,,,,,PB5
70f693b8a76e,llm_judged,qwen2.5:3b,water; hydroxyl,,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [""water"", ""hydroxyl""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.585,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the presence and behavior of water ice, OH, and H2O in the inner solar system bodies such as Mercury, the Moon, and Ceres. The study measures and models these volatile species' interactions with their environments, including exospheric transport and cold trapping processes. This analysis is not about Earth's biophysical boundaries but rather an astronomical context, making it clear that none of the Planetary Boundaries are being measured or modeled here.",6.252,,9.84,None,0,,,,,,,None
